year,state,sector-name,fuel-name,value,average_temp,monthly_mean_from_1901_to_2000,centroid_lon,centroid_lat
1983,Virginia,Total carbon dioxide emissions from all sectors,All Fuels,77.26,54.79,54.78333333333333,-78.8122544727,37.5150238913
1983,Washington,Total carbon dioxide emissions from all sectors,All Fuels,50.31,47.02,46.15,-120.446866425,47.3809688818
1983,West Virginia,Total carbon dioxide emissions from all sectors,All Fuels,97.41,51.66,51.55833333333334,-80.6137119661,38.6425987436
1983,Wisconsin,Total carbon dioxide emissions from all sectors,All Fuels,78.73,44.12,42.38333333333333,-90.0116942643,44.6380301915
1983,Wyoming,Total carbon dioxide emissions from all sectors,All Fuels,42.14,41.41,40.766666666666666,-107.551454075,42.999642032
1984,Alabama,Total carbon dioxide emissions from all sectors,All Fuels,95.33,62.26,63.075,-86.8283719359,32.7898321918
1984,Arizona,Total carbon dioxide emissions from all sectors,All Fuels,58.52,59.54,59.333333333333336,-111.664418336,34.2931098705
1984,Arkansas,Total carbon dioxide emissions from all sectors,All Fuels,44.98,59.18,60.39166666666666,-92.4392676639,34.8997453322
1984,California,Total carbon dioxide emissions from all sectors,All Fuels,315.5,58.4,57.375,-119.610698951,37.2460706736
1984,Colorado,Total carbon dioxide emissions from all sectors,All Fuels,60.93,43.32,44.6,-105.547824721,38.9985518194
1984,Connecticut,Total carbon dioxide emissions from all sectors,All Fuels,37.97,48.66,48.04166666666666,-72.7257060428,41.6202863352
1984,Delaware,Total carbon dioxide emissions from all sectors,All Fuels,18.43,54.32,54.19166666666666,-75.4004040929,38.8870164548
1984,Florida,Total carbon dioxide emissions from all sectors,All Fuels,143.72,69.73,70.11666666666666,-81.7974638723,28.628439264699995
1984,Georgia,Total carbon dioxide emissions from all sectors,All Fuels,130.02,62.88,63.375,-83.4463418309,32.6492290722
1984,Idaho,Total carbon dioxide emissions from all sectors,All Fuels,9.75,40.72,42.583333333333336,-114.659382348,44.0890895052
1984,Illinois,Total carbon dioxide emissions from all sectors,All Fuels,206.66,51.03,51.625,-89.19839676140002,40.0650409125
1984,Indiana,Total carbon dioxide emissions from all sectors,All Fuels,185.22,50.55,51.30833333333334,-86.2756397346,39.9081412284
1984,Iowa,Total carbon dioxide emissions from all sectors,All Fuels,56.83,47.02,47.525,-93.50006496049998,42.0746268788
1984,Kansas,Total carbon dioxide emissions from all sectors,All Fuels,70.69,53.23,54.16666666666666,-98.3802131736,38.4847081514
1984,Kentucky,Total carbon dioxide emissions from all sectors,All Fuels,105.02,54.68,55.5,-85.2904560935,37.5266674638
1984,Louisiana,Total carbon dioxide emissions from all sectors,All Fuels,175.3,65.65,66.40833333333333,-92.5856620163,31.0584069584
1984,Maine,Total carbon dioxide emissions from all sectors,All Fuels,15.17,41.15,40.09166666666667,-69.2266474552,45.3714334913
1984,Maryland,Total carbon dioxide emissions from all sectors,All Fuels,68.72,53.7,53.775,-76.7724546076,39.0369222963
1984,Massachusetts,Total carbon dioxide emissions from all sectors,All Fuels,80.19,47.65,46.91666666666666,-71.7986394244,42.2533023991
1984,Michigan,Total carbon dioxide emissions from all sectors,All Fuels,162.29,43.83,43.56666666666666,-85.4371669561,44.3506813109
1984,Minnesota,Total carbon dioxide emissions from all sectors,All Fuels,67.87,40.76,40.05833333333333,-94.3090126515,46.3163329315
1984,Mississippi,Total carbon dioxide emissions from all sectors,All Fuels,44.49,62.68,63.61666666666667,-89.6652136847,32.750866634
1984,Missouri,Total carbon dioxide emissions from all sectors,All Fuels,106.32,53.54,54.50833333333333,-92.47741015779998,38.3676131565
1984,Montana,Total carbon dioxide emissions from all sectors,All Fuels,20.64,41.28,41.125,-109.645148622,47.0335364218
1984,Nebraska,Total carbon dioxide emissions from all sectors,All Fuels,31.6,47.52,48.39166666666667,-99.8108090713,41.5271489603
1984,Nevada,Total carbon dioxide emissions from all sectors,All Fuels,26.48,49.01,49.49166666666667,-116.65522549,39.3562373462
1984,New Hampshire,Total carbon dioxide emissions from all sectors,All Fuels,13.04,43.28,42.35,-71.5775941473,43.6856317461
1984,New Jersey,Total carbon dioxide emissions from all sectors,All Fuels,117.26,51.87,51.44166666666666,-74.6607541123,40.1844273633
1984,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,46.0,52.26,52.833333333333336,-106.108388616,34.4213707591
1984,New York,Total carbon dioxide emissions from all sectors,All Fuels,183.06,44.79,44.49166666666667,-75.5031182762,42.9403901101
1984,North Carolina,Total carbon dioxide emissions from all sectors,All Fuels,109.27,58.2,58.525,-79.3723797543,35.5415341226
1984,North Dakota,Total carbon dioxide emissions from all sectors,All Fuels,34.38,40.64,39.71666666666667,-100.469321077,47.446338517
1984,Ohio,Total carbon dioxide emissions from all sectors,All Fuels,242.04,49.75,50.39166666666667,-82.7900611953,40.291452206
1984,Oklahoma,Total carbon dioxide emissions from all sectors,All Fuels,87.29,58.68,59.68333333333334,-97.5082927121,35.5834856477
1984,Oregon,Total carbon dioxide emissions from all sectors,All Fuels,27.29,45.64,46.48333333333333,-120.555413394,43.93664816060001
1984,Pennsylvania,Total carbon dioxide emissions from all sectors,All Fuels,262.66,47.77,48.11666666666667,-77.7995595623,40.8738378455
1984,Rhode Island,Total carbon dioxide emissions from all sectors,All Fuels,8.47,49.58,48.56666666666666,-71.5536120535,41.6760813901
1984,South Carolina,Total carbon dioxide emissions from all sectors,All Fuels,53.14,62.02,62.4,-80.8961396866,33.9079742468
1984,South Dakota,Total carbon dioxide emissions from all sectors,All Fuels,10.81,44.5,44.56666666666666,-100.230507516,44.4361607025
1984,Tennessee,Total carbon dioxide emissions from all sectors,All Fuels,98.82,56.85,57.65833333333333,-86.3433803654,35.8429870949
1984,Texas,Total carbon dioxide emissions from all sectors,All Fuels,507.35,64.18,64.63333333333334,-99.3506971451,31.4844643819
1984,Utah,Total carbon dioxide emissions from all sectors,All Fuels,35.84,45.93,47.54166666666666,-111.678216374,39.3237947509
1984,Vermont,Total carbon dioxide emissions from all sectors,All Fuels,4.97,42.19,41.333333333333336,-72.6626493581,44.07519582519999
1984,Virginia,Total carbon dioxide emissions from all sectors,All Fuels,83.02,54.56,54.78333333333333,-78.8122544727,37.5150238913
1984,Washington,Total carbon dioxide emissions from all sectors,All Fuels,56.98,45.24,46.11666666666667,-120.446866425,47.3809688818
1984,West Virginia,Total carbon dioxide emissions from all sectors,All Fuels,105.49,51.1,51.575,-80.6137119661,38.6425987436
1984,Wisconsin,Total carbon dioxide emissions from all sectors,All Fuels,81.06,42.68,42.35833333333333,-90.0116942643,44.6380301915
1984,Wyoming,Total carbon dioxide emissions from all sectors,All Fuels,46.35,39.53,40.74166666666667,-107.551454075,42.999642032
1985,Alabama,Total carbon dioxide emissions from all sectors,All Fuels,101.63,63.36,63.083333333333336,-86.8283719359,32.7898321918
1985,Arizona,Total carbon dioxide emissions from all sectors,All Fuels,61.08,59.5,59.36666666666667,-111.664418336,34.2931098705
1985,Arkansas,Total carbon dioxide emissions from all sectors,All Fuels,49.15,60.4,60.41666666666666,-92.4392676639,34.8997453322
1985,California,Total carbon dioxide emissions from all sectors,All Fuels,320.63,57.21,57.36666666666667,-119.610698951,37.2460706736
1985,Colorado,Total carbon dioxide emissions from all sectors,All Fuels,61.53,44.25,44.59166666666667,-105.547824721,38.9985518194
1985,Connecticut,Total carbon dioxide emissions from all sectors,All Fuels,37.87,49.0,48.03333333333333,-72.7257060428,41.6202863352
1985,Delaware,Total carbon dioxide emissions from all sectors,All Fuels,17.37,55.76,54.175,-75.4004040929,38.8870164548
1985,Florida,Total carbon dioxide emissions from all sectors,All Fuels,152.36,71.16,70.125,-81.7974638723,28.628439264699995
1985,Georgia,Total carbon dioxide emissions from all sectors,All Fuels,136.61,64.23,63.35833333333333,-83.4463418309,32.6492290722
1985,Idaho,Total carbon dioxide emissions from all sectors,All Fuels,9.93,39.76,42.575,-114.659382348,44.0890895052
1985,Illinois,Total carbon dioxide emissions from all sectors,All Fuels,198.52,51.24,51.61666666666667,-89.19839676140002,40.0650409125
1985,Indiana,Total carbon dioxide emissions from all sectors,All Fuels,182.9,51.62,51.30833333333334,-86.2756397346,39.9081412284
1985,Iowa,Total carbon dioxide emissions from all sectors,All Fuels,57.85,46.48,47.49166666666667,-93.50006496049998,42.0746268788
1985,Kansas,Total carbon dioxide emissions from all sectors,All Fuels,68.07,52.83,54.150000000000006,-98.3802131736,38.4847081514
1985,Kentucky,Total carbon dioxide emissions from all sectors,All Fuels,107.71,55.63,55.49166666666667,-85.2904560935,37.5266674638
1985,Louisiana,Total carbon dioxide emissions from all sectors,All Fuels,164.86,66.92,66.41666666666667,-92.5856620163,31.0584069584
1985,Maine,Total carbon dioxide emissions from all sectors,All Fuels,14.77,40.23,40.10833333333333,-69.2266474552,45.3714334913
1985,Maryland,Total carbon dioxide emissions from all sectors,All Fuels,64.85,55.22,53.78333333333333,-76.7724546076,39.0369222963
1985,Massachusetts,Total carbon dioxide emissions from all sectors,All Fuels,79.41,47.58,46.925,-71.7986394244,42.2533023991
1985,Michigan,Total carbon dioxide emissions from all sectors,All Fuels,166.73,43.86,43.575,-85.4371669561,44.3506813109
1985,Minnesota,Total carbon dioxide emissions from all sectors,All Fuels,66.62,39.07,40.05833333333333,-94.3090126515,46.3163329315
1985,Mississippi,Total carbon dioxide emissions from all sectors,All Fuels,43.71,63.78,63.625,-89.6652136847,32.750866634
1985,Missouri,Total carbon dioxide emissions from all sectors,All Fuels,100.66,53.61,54.525,-92.47741015779998,38.3676131565
1985,Montana,Total carbon dioxide emissions from all sectors,All Fuels,22.15,38.89,41.13333333333333,-109.645148622,47.0335364218
1985,Nebraska,Total carbon dioxide emissions from all sectors,All Fuels,30.55,47.02,48.4,-99.8108090713,41.5271489603
1985,Nevada,Total carbon dioxide emissions from all sectors,All Fuels,23.47,48.57,49.46666666666667,-116.65522549,39.3562373462
1985,New Hampshire,Total carbon dioxide emissions from all sectors,All Fuels,13.26,42.79,42.333333333333336,-71.5775941473,43.6856317461
1985,New Jersey,Total carbon dioxide emissions from all sectors,All Fuels,112.21,52.9,51.45,-74.6607541123,40.1844273633
1985,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,46.63,52.88,52.81666666666666,-106.108388616,34.4213707591
1985,New York,Total carbon dioxide emissions from all sectors,All Fuels,187.92,45.09,44.50833333333333,-75.5031182762,42.9403901101
1985,North Carolina,Total carbon dioxide emissions from all sectors,All Fuels,107.22,59.65,58.53333333333333,-79.3723797543,35.5415341226
1985,North Dakota,Total carbon dioxide emissions from all sectors,All Fuels,38.22,38.25,39.69166666666667,-100.469321077,47.446338517
1985,Ohio,Total carbon dioxide emissions from all sectors,All Fuels,241.22,50.97,50.41666666666666,-82.7900611953,40.291452206
1985,Oklahoma,Total carbon dioxide emissions from all sectors,All Fuels,84.15,59.08,59.675,-97.5082927121,35.5834856477
1985,Oregon,Total carbon dioxide emissions from all sectors,All Fuels,26.88,44.67,46.5,-120.555413394,43.93664816060001
1985,Pennsylvania,Total carbon dioxide emissions from all sectors,All Fuels,250.96,48.93,48.11666666666667,-77.7995595623,40.8738378455
1985,Rhode Island,Total carbon dioxide emissions from all sectors,All Fuels,8.47,49.49,48.55,-71.5536120535,41.6760813901
1985,South Carolina,Total carbon dioxide emissions from all sectors,All Fuels,54.07,63.46,62.38333333333333,-80.8961396866,33.9079742468
1985,South Dakota,Total carbon dioxide emissions from all sectors,All Fuels,11.04,43.02,44.54166666666666,-100.230507516,44.4361607025
1985,Tennessee,Total carbon dioxide emissions from all sectors,All Fuels,103.2,57.88,57.68333333333333,-86.3433803654,35.8429870949
1985,Texas,Total carbon dioxide emissions from all sectors,All Fuels,513.0,64.73,64.63333333333334,-99.3506971451,31.4844643819
1985,Utah,Total carbon dioxide emissions from all sectors,All Fuels,36.88,46.97,47.53333333333333,-111.678216374,39.3237947509
1985,Vermont,Total carbon dioxide emissions from all sectors,All Fuels,5.18,41.85,41.325,-72.6626493581,44.07519582519999
1985,Virginia,Total carbon dioxide emissions from all sectors,All Fuels,82.42,55.87,54.79166666666666,-78.8122544727,37.5150238913
1985,Washington,Total carbon dioxide emissions from all sectors,All Fuels,59.55,43.94,46.10833333333333,-120.446866425,47.3809688818
1985,West Virginia,Total carbon dioxide emissions from all sectors,All Fuels,102.21,52.18,51.59166666666667,-80.6137119661,38.6425987436
1985,Wisconsin,Total carbon dioxide emissions from all sectors,All Fuels,80.67,41.93,42.375,-90.0116942643,44.6380301915
1985,Wyoming,Total carbon dioxide emissions from all sectors,All Fuels,50.52,39.15,40.74166666666667,-107.551454075,42.999642032
1986,Alabama,Total carbon dioxide emissions from all sectors,All Fuels,101.68,63.92,63.1,-86.8283719359,32.7898321918
1986,Arizona,Total carbon dioxide emissions from all sectors,All Fuels,56.28,60.61,59.35,-111.664418336,34.2931098705
1986,Arkansas,Total carbon dioxide emissions from all sectors,All Fuels,50.01,61.34,60.40833333333333,-92.4392676639,34.8997453322
1986,California,Total carbon dioxide emissions from all sectors,All Fuels,306.68,58.84,57.375,-119.610698951,37.2460706736
1986,Colorado,Total carbon dioxide emissions from all sectors,All Fuels,60.73,46.22,44.61666666666667,-105.547824721,38.9985518194
1986,Connecticut,Total carbon dioxide emissions from all sectors,All Fuels,39.53,48.3,48.05,-72.7257060428,41.6202863352
1986,Delaware,Total carbon dioxide emissions from all sectors,All Fuels,17.15,54.9,54.175,-75.4004040929,38.8870164548
1986,Florida,Total carbon dioxide emissions from all sectors,All Fuels,163.4,71.2,70.11666666666666,-81.7974638723,28.628439264699995
1986,Georgia,Total carbon dioxide emissions from all sectors,All Fuels,131.35,64.84,63.333333333333336,-83.4463418309,32.6492290722
1986,Idaho,Total carbon dioxide emissions from all sectors,All Fuels,9.8,43.71,42.583333333333336,-114.659382348,44.0890895052
1986,Illinois,Total carbon dioxide emissions from all sectors,All Fuels,196.3,52.38,51.625,-89.19839676140002,40.0650409125
1986,Indiana,Total carbon dioxide emissions from all sectors,All Fuels,178.38,52.02,51.30833333333334,-86.2756397346,39.9081412284
1986,Iowa,Total carbon dioxide emissions from all sectors,All Fuels,56.56,47.95,47.51666666666667,-93.50006496049998,42.0746268788
1986,Kansas,Total carbon dioxide emissions from all sectors,All Fuels,65.19,55.89,54.13333333333333,-98.3802131736,38.4847081514
1986,Kentucky,Total carbon dioxide emissions from all sectors,All Fuels,110.95,56.37,55.48333333333333,-85.2904560935,37.5266674638
1986,Louisiana,Total carbon dioxide emissions from all sectors,All Fuels,174.29,67.22,66.39999999999999,-92.5856620163,31.0584069584
1986,Maine,Total carbon dioxide emissions from all sectors,All Fuels,18.58,39.86,40.1,-69.2266474552,45.3714334913
1986,Maryland,Total carbon dioxide emissions from all sectors,All Fuels,66.57,54.42,53.775,-76.7724546076,39.0369222963
1986,Massachusetts,Total carbon dioxide emissions from all sectors,All Fuels,84.78,46.96,46.925,-71.7986394244,42.2533023991
1986,Michigan,Total carbon dioxide emissions from all sectors,All Fuels,170.42,44.06,43.53333333333333,-85.4371669561,44.3506813109
1986,Minnesota,Total carbon dioxide emissions from all sectors,All Fuels,64.21,40.81,40.083333333333336,-94.3090126515,46.3163329315
1986,Mississippi,Total carbon dioxide emissions from all sectors,All Fuels,44.75,64.4,63.60833333333333,-89.6652136847,32.750866634
1986,Missouri,Total carbon dioxide emissions from all sectors,All Fuels,98.8,55.55,54.51666666666667,-92.47741015779998,38.3676131565
1986,Montana,Total carbon dioxide emissions from all sectors,All Fuels,23.51,42.71,41.125,-109.645148622,47.0335364218
1986,Nebraska,Total carbon dioxide emissions from all sectors,All Fuels,28.94,49.82,48.39166666666667,-99.8108090713,41.5271489603
1986,Nevada,Total carbon dioxide emissions from all sectors,All Fuels,27.11,51.35,49.458333333333336,-116.65522549,39.3562373462
1986,New Hampshire,Total carbon dioxide emissions from all sectors,All Fuels,13.95,42.46,42.35,-71.5775941473,43.6856317461
1986,New Jersey,Total carbon dioxide emissions from all sectors,All Fuels,114.22,52.08,51.45,-74.6607541123,40.1844273633
1986,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,43.18,53.61,52.85833333333333,-106.108388616,34.4213707591
1986,New York,Total carbon dioxide emissions from all sectors,All Fuels,190.7,44.83,44.50833333333333,-75.5031182762,42.9403901101
1986,North Carolina,Total carbon dioxide emissions from all sectors,All Fuels,112.51,59.66,58.51666666666667,-79.3723797543,35.5415341226
1986,North Dakota,Total carbon dioxide emissions from all sectors,All Fuels,38.96,41.09,39.708333333333336,-100.469321077,47.446338517
1986,Ohio,Total carbon dioxide emissions from all sectors,All Fuels,245.35,51.32,50.44166666666666,-82.7900611953,40.291452206
1986,Oklahoma,Total carbon dioxide emissions from all sectors,All Fuels,77.86,60.54,59.66666666666666,-97.5082927121,35.5834856477
1986,Oregon,Total carbon dioxide emissions from all sectors,All Fuels,26.41,47.87,46.50833333333333,-120.555413394,43.93664816060001
1986,Pennsylvania,Total carbon dioxide emissions from all sectors,All Fuels,246.04,48.56,48.10833333333333,-77.7995595623,40.8738378455
1986,Rhode Island,Total carbon dioxide emissions from all sectors,All Fuels,9.52,48.77,48.55833333333334,-71.5536120535,41.6760813901
1986,South Carolina,Total carbon dioxide emissions from all sectors,All Fuels,54.35,63.93,62.39166666666667,-80.8961396866,33.9079742468
1986,South Dakota,Total carbon dioxide emissions from all sectors,All Fuels,10.67,45.19,44.56666666666666,-100.230507516,44.4361607025
1986,Tennessee,Total carbon dioxide emissions from all sectors,All Fuels,104.7,58.6,57.65,-86.3433803654,35.8429870949
1986,Texas,Total carbon dioxide emissions from all sectors,All Fuels,508.52,65.43,64.64166666666667,-99.3506971451,31.4844643819
1986,Utah,Total carbon dioxide emissions from all sectors,All Fuels,35.89,49.13,47.54166666666666,-111.678216374,39.3237947509
1986,Vermont,Total carbon dioxide emissions from all sectors,All Fuels,5.06,41.56,41.31666666666667,-72.6626493581,44.07519582519999
1986,Virginia,Total carbon dioxide emissions from all sectors,All Fuels,87.27,55.5,54.79166666666666,-78.8122544727,37.5150238913
1986,Washington,Total carbon dioxide emissions from all sectors,All Fuels,60.6,47.01,46.125,-120.446866425,47.3809688818
1986,West Virginia,Total carbon dioxide emissions from all sectors,All Fuels,101.65,52.11,51.55833333333333,-80.6137119661,38.6425987436
1986,Wisconsin,Total carbon dioxide emissions from all sectors,All Fuels,80.32,42.68,42.35833333333333,-90.0116942643,44.6380301915
1986,Wyoming,Total carbon dioxide emissions from all sectors,All Fuels,43.18,42.15,40.75,-107.551454075,42.999642032
1987,Alabama,Total carbon dioxide emissions from all sectors,All Fuels,103.68,62.86,63.083333333333336,-86.8283719359,32.7898321918
1987,Arizona,Total carbon dioxide emissions from all sectors,All Fuels,56.38,59.43,59.35,-111.664418336,34.2931098705
1987,Arkansas,Total carbon dioxide emissions from all sectors,All Fuels,47.06,60.92,60.38333333333333,-92.4392676639,34.8997453322
1987,California,Total carbon dioxide emissions from all sectors,All Fuels,335.84,58.4,57.35833333333333,-119.610698951,37.2460706736
1987,Colorado,Total carbon dioxide emissions from all sectors,All Fuels,61.4,45.34,44.60833333333333,-105.547824721,38.9985518194
1987,Connecticut,Total carbon dioxide emissions from all sectors,All Fuels,39.73,48.81,48.025,-72.7257060428,41.6202863352
1987,Delaware,Total carbon dioxide emissions from all sectors,All Fuels,17.92,54.82,54.15,-75.4004040929,38.8870164548
1987,Florida,Total carbon dioxide emissions from all sectors,All Fuels,174.01,70.22,70.11666666666666,-81.7974638723,28.628439264699995
1987,Georgia,Total carbon dioxide emissions from all sectors,All Fuels,136.84,63.15,63.35,-83.4463418309,32.6492290722
1987,Idaho,Total carbon dioxide emissions from all sectors,All Fuels,10.05,44.51,42.583333333333336,-114.659382348,44.0890895052
1987,Illinois,Total carbon dioxide emissions from all sectors,All Fuels,192.25,53.99,51.60833333333333,-89.19839676140002,40.0650409125
1987,Indiana,Total carbon dioxide emissions from all sectors,All Fuels,184.66,53.09,51.30833333333334,-86.2756397346,39.9081412284
1987,Iowa,Total carbon dioxide emissions from all sectors,All Fuels,58.39,51.1,47.50833333333333,-93.50006496049998,42.0746268788
1987,Kansas,Total carbon dioxide emissions from all sectors,All Fuels,68.39,55.48,54.14166666666667,-98.3802131736,38.4847081514
1987,Kentucky,Total carbon dioxide emissions from all sectors,All Fuels,112.74,56.36,55.51666666666667,-85.2904560935,37.5266674638
1987,Louisiana,Total carbon dioxide emissions from all sectors,All Fuels,176.07,65.78,66.39166666666667,-92.5856620163,31.0584069584
1987,Maine,Total carbon dioxide emissions from all sectors,All Fuels,17.44,40.97,40.1,-69.2266474552,45.3714334913
1987,Maryland,Total carbon dioxide emissions from all sectors,All Fuels,71.18,54.63,53.775,-76.7724546076,39.0369222963
1987,Massachusetts,Total carbon dioxide emissions from all sectors,All Fuels,85.58,47.39,46.94166666666666,-71.7986394244,42.2533023991
1987,Michigan,Total carbon dioxide emissions from all sectors,All Fuels,173.94,46.78,43.575,-85.4371669561,44.3506813109
1987,Minnesota,Total carbon dioxide emissions from all sectors,All Fuels,68.43,45.22,40.1,-94.3090126515,46.3163329315
1987,Mississippi,Total carbon dioxide emissions from all sectors,All Fuels,46.33,63.32,63.625,-89.6652136847,32.750866634
1987,Missouri,Total carbon dioxide emissions from all sectors,All Fuels,101.46,56.29,54.525,-92.47741015779998,38.3676131565
1987,Montana,Total carbon dioxide emissions from all sectors,All Fuels,23.55,44.64,41.141666666666666,-109.645148622,47.0335364218
1987,Nebraska,Total carbon dioxide emissions from all sectors,All Fuels,30.1,50.83,48.38333333333333,-99.8108090713,41.5271489603
1987,Nevada,Total carbon dioxide emissions from all sectors,All Fuels,27.46,50.69,49.46666666666667,-116.65522549,39.3562373462
1987,New Hampshire,Total carbon dioxide emissions from all sectors,All Fuels,15.22,43.0,42.333333333333336,-71.5775941473,43.6856317461
1987,New Jersey,Total carbon dioxide emissions from all sectors,All Fuels,118.7,52.34,51.43333333333333,-74.6607541123,40.1844273633
1987,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,46.36,51.99,52.85,-106.108388616,34.4213707591
1987,New York,Total carbon dioxide emissions from all sectors,All Fuels,201.59,45.61,44.49166666666667,-75.5031182762,42.9403901101
1987,North Carolina,Total carbon dioxide emissions from all sectors,All Fuels,107.61,58.42,58.53333333333333,-79.3723797543,35.5415341226
1987,North Dakota,Total carbon dioxide emissions from all sectors,All Fuels,39.51,44.96,39.675,-100.469321077,47.446338517
1987,Ohio,Total carbon dioxide emissions from all sectors,All Fuels,247.4,52.14,50.4,-82.7900611953,40.291452206
1987,Oklahoma,Total carbon dioxide emissions from all sectors,All Fuels,82.46,59.62,59.7,-97.5082927121,35.5834856477
1987,Oregon,Total carbon dioxide emissions from all sectors,All Fuels,27.65,48.41,46.475,-120.555413394,43.93664816060001
1987,Pennsylvania,Total carbon dioxide emissions from all sectors,All Fuels,257.0,49.13,48.10833333333333,-77.7995595623,40.8738378455
1987,Rhode Island,Total carbon dioxide emissions from all sectors,All Fuels,9.84,49.13,48.54166666666666,-71.5536120535,41.6760813901
1987,South Carolina,Total carbon dioxide emissions from all sectors,All Fuels,58.16,62.25,62.39166666666667,-80.8961396866,33.9079742468
1987,South Dakota,Total carbon dioxide emissions from all sectors,All Fuels,9.41,48.62,44.575,-100.230507516,44.4361607025
1987,Tennessee,Total carbon dioxide emissions from all sectors,All Fuels,103.62,58.22,57.69166666666666,-86.3433803654,35.8429870949
1987,Texas,Total carbon dioxide emissions from all sectors,All Fuels,515.93,63.73,64.63333333333334,-99.3506971451,31.4844643819
1987,Utah,Total carbon dioxide emissions from all sectors,All Fuels,44.54,48.52,47.525,-111.678216374,39.3237947509
1987,Vermont,Total carbon dioxide emissions from all sectors,All Fuels,5.45,42.12,41.333333333333336,-72.6626493581,44.07519582519999
1987,Virginia,Total carbon dioxide emissions from all sectors,All Fuels,93.81,55.11,54.79166666666666,-78.8122544727,37.5150238913
1987,Washington,Total carbon dioxide emissions from all sectors,All Fuels,66.39,48.3,46.11666666666667,-120.446866425,47.3809688818
1987,West Virginia,Total carbon dioxide emissions from all sectors,All Fuels,102.01,52.22,51.56666666666666,-80.6137119661,38.6425987436
1987,Wisconsin,Total carbon dioxide emissions from all sectors,All Fuels,81.87,46.19,42.35833333333333,-90.0116942643,44.6380301915
1987,Wyoming,Total carbon dioxide emissions from all sectors,All Fuels,53.29,42.57,40.73333333333333,-107.551454075,42.999642032
1988,Alabama,Total carbon dioxide emissions from all sectors,All Fuels,104.94,62.21,63.05833333333334,-86.8283719359,32.7898321918
1988,Arizona,Total carbon dioxide emissions from all sectors,All Fuels,59.58,60.13,59.35,-111.664418336,34.2931098705
1988,Arkansas,Total carbon dioxide emissions from all sectors,All Fuels,50.97,59.76,60.39166666666666,-92.4392676639,34.8997453322
1988,California,Total carbon dioxide emissions from all sectors,All Fuels,344.57,58.68,57.36666666666667,-119.610698951,37.2460706736
1988,Colorado,Total carbon dioxide emissions from all sectors,All Fuels,63.76,45.05,44.60833333333333,-105.547824721,38.9985518194
1988,Connecticut,Total carbon dioxide emissions from all sectors,All Fuels,42.25,48.48,48.04166666666666,-72.7257060428,41.6202863352
1988,Delaware,Total carbon dioxide emissions from all sectors,All Fuels,18.51,54.27,54.2,-75.4004040929,38.8870164548
1988,Florida,Total carbon dioxide emissions from all sectors,All Fuels,183.91,69.8,70.125,-81.7974638723,28.628439264699995
1988,Georgia,Total carbon dioxide emissions from all sectors,All Fuels,139.13,62.53,63.35,-83.4463418309,32.6492290722
1988,Idaho,Total carbon dioxide emissions from all sectors,All Fuels,10.6,44.29,42.59166666666667,-114.659382348,44.0890895052
1988,Illinois,Total carbon dioxide emissions from all sectors,All Fuels,197.09,52.26,51.65,-89.19839676140002,40.0650409125
1988,Indiana,Total carbon dioxide emissions from all sectors,All Fuels,195.15,51.43,51.275,-86.2756397346,39.9081412284
1988,Iowa,Total carbon dioxide emissions from all sectors,All Fuels,62.49,48.8,47.5,-93.50006496049998,42.0746268788
1988,Kansas,Total carbon dioxide emissions from all sectors,All Fuels,70.71,54.6,54.14166666666667,-98.3802131736,38.4847081514
1988,Kentucky,Total carbon dioxide emissions from all sectors,All Fuels,122.91,54.88,55.49166666666667,-85.2904560935,37.5266674638
1988,Louisiana,Total carbon dioxide emissions from all sectors,All Fuels,183.32,65.75,66.39999999999999,-92.5856620163,31.0584069584
1988,Maine,Total carbon dioxide emissions from all sectors,All Fuels,20.44,41.15,40.09166666666667,-69.2266474552,45.3714334913
1988,Maryland,Total carbon dioxide emissions from all sectors,All Fuels,74.11,53.78,53.76666666666667,-76.7724546076,39.0369222963
1988,Massachusetts,Total carbon dioxide emissions from all sectors,All Fuels,85.34,47.34,46.90833333333333,-71.7986394244,42.2533023991
1988,Michigan,Total carbon dioxide emissions from all sectors,All Fuels,180.8,44.73,43.56666666666666,-85.4371669561,44.3506813109
1988,Minnesota,Total carbon dioxide emissions from all sectors,All Fuels,76.99,41.82,40.09166666666667,-94.3090126515,46.3163329315
1988,Mississippi,Total carbon dioxide emissions from all sectors,All Fuels,49.32,62.83,63.625,-89.6652136847,32.750866634
1988,Missouri,Total carbon dioxide emissions from all sectors,All Fuels,105.34,54.58,54.5,-92.47741015779998,38.3676131565
1988,Montana,Total carbon dioxide emissions from all sectors,All Fuels,28.64,44.15,41.13333333333333,-109.645148622,47.0335364218
1988,Nebraska,Total carbon dioxide emissions from all sectors,All Fuels,34.03,49.48,48.36666666666667,-99.8108090713,41.5271489603
1988,Nevada,Total carbon dioxide emissions from all sectors,All Fuels,31.4,50.67,49.48333333333333,-116.65522549,39.3562373462
1988,New Hampshire,Total carbon dioxide emissions from all sectors,All Fuels,15.67,42.97,42.325,-71.5775941473,43.6856317461
1988,New Jersey,Total carbon dioxide emissions from all sectors,All Fuels,117.0,51.72,51.43333333333334,-74.6607541123,40.1844273633
